labels,data
0,concern microsoft push access successful selling app popular iphone android platform e.g.
0,instagram
0,windows phones compete acknowledge big selling app risk lose market share gain
0,develop app contain datum user want view worry accidentally press hardware button exit current view
1,great display option lock screen basically lock screen page lock screen
0,maybe normal screen timeout apply lock screen timeout
0,screen turn press unlock button display page maybe build label instruct user slide unlock
0,screen turn press unlock button display page maybe build label
0,windows phone website account app download reset phone force remember useful vs useless ...
0,selectionchang good handler use behave
0,use mouseleftbuttonup randomly activate drag lift finger unwanted result menu
0,sure ask
0,love playing screen zune hd like current zune software information stuff artist background pan
0,way microsoft integrate version windows phone
0,great idea sad zune hd windows phone
0,@the time want look number phone book right
0,ro caller hold number
1,add feature help alot
0,moment way app know primary live tile visible
0,native screenshot feature report available windows phone 8 concern regard feature impact windows phone 7 app
0,issue impact decision develop windows phone 7 app consider topic
0,concerned able opt disable feature app
0,concerned security drm issue
0,microsoft provide api allow 1
0,programmatically enable disable feature area app
0,happen exist windows phone 7 app run windows phone 8 device
0,screen shot work default windows phone 7 app
0,api restrict usage exist windows phone 7 app api restrict functionality windows phone 8 app want wait windows phone 8 deploy app
0,programmatically enable disable feature
0,trigger application event
0,moment developer control task
0,frustrating platform like android blackberry developer easily
0,manage phone send message manage app account setting
0,use big fast interface computer
0,like idea contract window 8
0,feature include wp8
0,application run background
0,originally post sergiy http://wpdev.uservoice.com/users/26024506-sergiy russian character email subject field replace question mark reply send
0,step reproduce 1 send email gmail web interface word subject 2 download email use phone default client subject correctly 3 press reply subject correct 4 send email 5 check send folder subject display
0,6 check email gmail subject brolen p.s
0,phone language setting uk english
0,russian use additional keyboard layout bug mention lot bad wp7 update reproduce step 1 6 message actually break e mail header
0,frustrating consider bug 4 month
0,similar bug spot native twitter client upload picture pic.twitter.com original tweet display ...
0,instead non english character
0,russian use additional keyboard
0,app write wp8 work wp7
0,ok fine
0,order able support platform want extension wp7 order support wp8 feature available old platform
0,marketplace___apphub ç______________________________________________________________________________________________________________________________app hub___marketplace
0,recently geotrust claim cancel registration current register russia
0,discourage happy ...
0,default property method listbox control currently bind item view carousel control wp7
0,bingmapsdirectionstask set start point task run prompt direction alert end point find find match ending point
0,think good design bingmapsdirectionstask flexible
0,cloud set start point
0,currently download configure silverlight toolkit certain ui element integrate platform
1,add platform
0,lack support digitally sign x509 client certificate
0,support store certificate certificate store use .net code locate device
0,facilidade para definir qualquer mp3 como toque e transfer__ncia de arquivos sem necessidade zune pois rid__culo ter de utilizar um programa ruim sem poder definir coisa da maneira que eu quero
0,machine translation phone tramp market set music ringtone alarm etc window create ringtone facility define mp3 ringtone transfer file need zune ridiculous use bad program able set thing way want
0,open damn thing
0,5 market share platform lock wife 's vagina
0,great idea app 10 second research find impossible wp7
0,way control newline application description marketplace
0,jump opportunity adapt app windows phone microsoft
0,public folder access flash memory configurable size
0,folder available app
0,currently know developer create deep link tile xaml application idea far
0,come talk developer talk meetup create large vector base creative common icon pack windows phone use
0,currently know developer create
0,short multiple tile sure great open app
0,let flip tile instead note mail tile open app
0,think stock app price change tap graph
0,double tap open app like
0,social networking api like facebook constantly add new feature
0,prove access authentication directly temporary allow application use date social network sdk provide good feature user
1,grantaccountaccesstask example ask user temporary access include permission need
0,user account configure provider chance create simply redirect social network provider website
0,like start screen tidy relatively app alphabetize list cumbersome forget app
0,let automatic adjustment screen brightness manual compensation increase decrease value automatically set
0,know storage store information limit application context
0,android developer interoperability guide read
0,wonder silverlight fail read
0,cheer
0,... buttom right share etc like able print
0,need integrate phone functionality framework
0,app drive solution
0,lot gear iphone ipads etc print dissappoint bee able use equipment
0,sure lot potential customer contemplation decide stay ios instead switch
0,connection
0,de una buena vez quiten la interfaz metro se bien desde una app de escritorio pero en el m__vil es horrible
0,experience nokia lumia 800 os version 7.10.8107.79
0,instance normally stock price tile update 30 minute background task tap quote update instantly
0,tile -- restarurant -- simply tap check
0,need open app
0,user initiate drain battery
0,http://wpdev.uservoice.com/forums/110705-app-platform/suggestions/1908267-extend-the-api-to-query-phone-volume-and-vibration
0,find problem display html build browser ie window phone 7
0,html align text right size reduce
0,"sample html doctype html html head meta charset=""utf-8 title text align</title style div border 1px solid black padding 5px margin 5px leave text align leave right text align right center text align center .content font size 20px width 75 background fc0 /style /head body div id=""left""><div class=""content /div></div div id=""center""><div class=""content /div></div div id=""right""><div class=""content /div></div /body /html row display incorrectly phone emulator vs lumia 800 trophy version os 7.1 find problem display html build browser ie window phone 7"
0,"sample html doctype html html head meta charset=""utf-8 title text align</title style div border 1px solid black padding 5px margin 5px leave text align leave right text align right center text align center .content font size 20px width 75 background fc0 /style /head body div id=""left""><div"
0,like develop bedside alarm clock app user control brightness touch app run screen user touch screen user pinch display light dark
0,able control moment contrast display play colour alpha level render graphic
0,silverlight windowsphone provide basic build bind validation binding validatesonexception property document silverlight data binding topic
0,phone version control provide validation template
0,support validation option template control provide validation template
0,example customize desktop version template provide textbox styles templates topic
0,hear lot default experience phone especially different hub great resource developer designer feel real world implementation metro design language inspire
0,simple
0,let 9
1,user able deside power drain function
0,optimize hardware performant c++ usage instead write encoder
0,agile development business app need let boss test app weekly
0,
0,css______position fixed____________________________________________________________________________________________________________________________________________________________________________________________________________ie mobile
1,.net support zip system use developer
1,http://news.cnet.com/8301-10805_3-57429782-75/microsoft-soundwave-its-like-kinect-but-skips-the-cameras/ try happen
0,user report 1 2 day
0,
0,security concern case mean access datum perform undesired operation
0,additionally app responsible expose able chain access area datum isolated storage space function allow task
0,lastly app submission testing ensure app play nicely offer
0,consider follow ... class myappchooser chooser public choose // list save music list site news feed class myapplauncher launcher public launch // kick app function playmusic showfeed develop app useful leverage exist launchers choosers tasks access certain datum perform operation
0,imagine installed app
0,hls popular stream live video content mobile device
0,plan support protocol wp
0,recommend solution
0,p 99 computer owner instal flash plugin web browser naturally flv swf flash video acceptable popular video format mp4 avi mpeg ect
0,especially flv widely use renowned video sharing site example youtube
0,plan advertise company product discount news online video
0,"flv flash video requirement video player viewer instal flash plugin.</p p strong><a href=""http://www.kvisoft.com video flash/"" convert video flv</a></strong>?</p p>1"
0,import video
0,"video converter powerful convert multiple video format flv strong><a href=""http://www.kvisoft.com tutorial avi flv conversion.html"" convert avi flv</a></strong strong><a href=""http://www.kvisoft.com tutorial convert mp4-to flv.html"" convert mp4 flv</a></strong etc breeze.</p p>2"
0,edit customize import video
0,"/p p crop screen size video insert photo text watermark regulate saturation select video split clip video merge video easy kvisoft strong><a href=""http://www.kvisoft.com video flash/"" video flash</a></strong converter"
0,"/p img src=""http://farm7.staticflickr.com/6096/7028831993_5467feca35.jpg p>3"
0,picturehub_______________music+videos____________________________________________________________________________________________________________video
0,udp broadcast send 255.255.255.255 support
0,case exception throw
0,device simple network interface extend reason flash size communication library
0,upnp udp multicast support device
0,possibility search use udp broadcast
0,answer know device network
0,use smartphone remote control device
0,visual studio provide edit continue feature allow developer write code debug
0,fact debugger break mode edit local function execute
0,silverlight windows phone support right
1,great feature
0,great app idea miss feature ability upload music
0,photochoosertask work great job access music device
0,reason think allow artist music new music device
0,people think hear come idea
0,thank joe great app idea miss feature ability upload music
0,people think hear come
0,wifi
0,speech api essential lot people desktop
0,play big role education help visually impair etc
0,company live develop sapi voice it__s far great sapi voice non english language
0,collection implement sort implement implement sort extend
1,sortable observable collection wp7
0,option track number zune playlist
0,sorry buy phone
0,abillity search result crucial good user experience
0,let wan't find bicycle repair shop
0,bing find near australia bit far denmark
0,20000 km
0,use google app find nearby guess google app exact location
0,ie search
0,let visit bicycle page google want search ... sunglass ... buy town .... search ie bing thing
0,want bing
0,long relevant search result darn thing away phone
0,like recommend phone big issue overlook
0,sure fix phone easy fast cheap
0,let
0,start write application send text friend messenger think access phone chat messenger
0,unfortunately task access exist
0,upcoming roadmap
0,siamo indietro rispetto al mac
0,moment launch bingmapstask possible set center zoom level
0,way specifically highlight paticular place want user
0,half way round world want
0,possible perform search latitude longitude place result pin display latitude longitude confusing
0,search find
0,internet explorer run background visible button press
0,good multitask resume work leave use close
0,irritate actually
0,work like apple reason need purchase certificate year root worry certificate chain issue
0,http://connect.microsoft.com/visualstudio/feedback/details/613932/windows-phone-7-visual-studio-generates-uncompilable-code-when-adding-an-image-to-a-resource-file
0,small developer skip brazil korea worldwide distribution mandatory rating agency requirement
0,start screen
0,current developer ecosystem windowsphone app focus individual developer corporate developer account typically distribute app mass marketplace
0,internal use app define beta test require list live id designate allow certain set user download use app
0,limited time consume
0,ideally company wish dedicate group live id tester use time
0,cost company receive unlocked windowsphone device trade upgrade
0,allow team use device testing oppose company app personal device hand device demonstration
0,enterprise account allow distribution app organizational level house client
0,targeted distribution approach satisfy need sell distribute company client
0,allow specific download key purchase outside app marketplace
0,level support cater market like leverage marketplace unique way tool capability develop app requirement personal account device
0,enable app like skype work background incoming nobtification
0,mobile platform emerge fast
0,currently search button open bing
0,native midi file support
0,identify cell bts connect rscp cpich rssi ecno pathloss ... wifi rssi strength
0,contact phone number type company way access 3rd party app contact phonenumbers contain
0,bug terribly annoying dialer app
1,pls fix asap
0,lock screen phone jeans pocket camera button press second camera mode popsup screen automatically unlock 30 blank picture camera roll
0,samsung focus camera button
0,enable send tweet app twittercomposetask
0,essential client app web service
0,hope microsoft open asia voice function fastest
0,swype type faster
0,interst develop app wcf let receive notificaction server client impossible main reason 1.- wifi disable phone lock
0,2.- possible app background listen communication channel
0,3.- wcf let duplex communication
0,cuz navigate away ie app ie navigate previous website
0,usefull want application example voice image processing
0,possible select port receive message
0,receive udp message message send use socket
0,send message receive port choosen randomly window phone
0,possibility choose specific port number
0,send udp broadcast send 255.255.255.255 support
0,upnp udp multicast
0,bug current main app
0,like twitter follow view profile
0,mediaplayer class play song object currently way song datum
1,allow binary access allow custom vizualization medium player audio enable game
0,solve request issue devs want visualization datum
0,access song binary datum create dev
0,http://wpdev.uservoice.com/forums/110705-app-platform/suggestions/1908309-enable-microsoft-xna-framework-media-visualization
0,media picker control activate let user medium library check list song video
1,nice add create playlist feature music+video hub
0,app open month want live tile date
0,public void focusatpoint(double x double method list photocamera[from metadata press f12 photocamera text editor
0,intall microsoft visual c 2010 microsoft windows phone developer tools 7.1 beta enu microsoft visual studio 2010 ultimate enu service pack 1
0,ridiculous way check vibrate mode sdk 7.1.1
0,microsoft
0,simple navigation previous web page use finger flick
0,consider follow situation buy gold family xbox live package
0,buy wp7 phone gaming mind gamer house
0,small bug picture hub
0,open picture
0,click ... expand menu
0,select delete
1,change orientation device
0,press delete
0,select image delete
0,î_________________________________________________________wp
0,type text message need different app copy phone number paste text message example lose type come text message editor frustrating
0,possible phone
0,allow code anytime window idea
0,create tile dynamically common want save png file use transparency respect theme accent color
0,build method save writeablebitmap png
0,nice extension save jpg help want use transparency leverage theme accent color tile
0,think app need generate tile dynamically encounter issue
0,load mobile turn alarm work phone core
0,instance build child 's book app submit app 50 time time different book load essentially use available space marketplace app search result screen stifle competition innovation use questionable practice bad app design
0,subsequent child 's book app essentially undiscoverable matter good ... start expand number app use certain key word children story new app innovate displace potentially crappy app
0,instance build child 's book app submit app 50 time time different book load essentially use available space marketplace app search result screen stifle competition
0,perform function app basis notification type mean end
0,use open source api openstack storage http://openstack.org/projects/storage/ require pass header remove certain custom metadata entry
0,library use wp httpwebrequ allow pass header
0,unacceptable simply accord rfc 2616 section 4.1 header field definitions message header http 1.1 message value optional
0,limit provide customer fully use app stuff like remove entry object
0,error receive like header xxxxx value
1,wp need video able
0,wm6.1 wm6.2 feature wm6.5 feature disappear ...
1,
0,example http://www.newsgeek.co.il/quite-in-the-train/ hebrew wp site
0,windows phone break ios android remove need open app share picture status add share api
1,update microsoft
0,service charge run api post datum form implementable interface ilinksharer similar allow window phone sharing interface constantly expand dynamic tailor user need remove requirement microsoft update zune attempt app bad idea
0,service charge run api post datum form implementable interface ilinksharer similar allow window phone sharing interface constantly expand
0,word display document terribly
0,table require scroll cross way zoom text display far big
0,inconvenient use word
0,lack support display symbol equation annoying word doc need include
0,pinch zoom scroll slide
0,view normal flick cross screen view slide
0,like ability zoom
1,force adobe update pdf viewer terrible :'( word display document terribly
1,force adobe update pdf viewer terrible
0,htc surround hd
0,wp7 tile label os wp7 metro ui
0,.net property help determine wrong request
1,helpful pertinent feedback user
0,right value unknownerror
0,nameresolutionfailure sendfailure check internet connection trustfailure add certificate timeout woop server try later protocolerror wrong try later
0,ability tag friend facebook post check section people hub
0,easy repeatably test location datum device demo app customer
0,nmea 0183 http://en.wikipedia.org/wiki/nmea_0183 serial asci sentence base protocol support gp
0,people telephone voip different provider
0,use wp7 fido time send sms sms proper time stamp receive sms timestamp -5:00 hour guy add feature fix issue
0,"wireshark default maximumautomaticredirection 5,which small practical"
0,server(s redirect 6 time request fail
0,need access set property programmatically
0,current wp7 allow keyboard replace
1,default keyboard nice like swipe version
0,keyboard usually lag decide disappear write spend time try display typing
0,keyboard nokias use
0,like type keyboard correct time like right
0,love able share short text message quickly sharestatustask
0,want able thing picture i.e.
0,tutorial video flash conversion convert mp4 flv(http://www.kvisoft.com tutorial convert mp4-to flv.html convert avi flv(http://www.kvisoft.com tutorial avi flv conversion.html
0,app find ideal keyword becuase app use search term new app find ideal search term
0,concept page use skip easily resolve issue
0,dissapoint bible app find search term bible
0,app developer currently stick 2 method generate revenue 1 time app payment 2 ad
0,mean ad free app developer motivate add feature time generate ongoing revenue
0,let library developer strongly sign
0,let lib b c depend a.
0,b c build different version use b c project
0,.net framework use .config file assembly binding redirection normally point version recent version possible right windows phone ... :( far affect silverlight framework windows phone ... need assembly binding redirection publisher policies windows phone
0,.net framework use .config file assembly binding redirection normally point version recent version possible right
0,find exit button manual help
0,... instead low mid high
0,convert .wav file .wma .mp3 format selection saveringtonetask difficult process involve web service licensing consideration
0,idea big secret
0,""") need protocol implementation certainly deal protocol weather best bad"
0,think
0,good idea
0,implement new thing good thing opinion
0,sorry english bad foreign language french
0,visual studio 2010 express windows phone______js___css___intellisense phonegap_________________________________________________js___css phonegap_____________________window phone______html javascript css
0,currently submit app country specific country
0,xbox live standardtiledata
0,win7
0,best optimize app jeff wilcox 4th mayor app come mind slow start compare include app like calendar hub
0,afaik impossible create app open soon tap
0,app approx second run load single image splash screen ... work run option faster
0,btw http://channel9.msdn.com/events/build/build2011/app-827t
0,app hub http://social.msdn.microsoft.com/forums/ja-jp/wpmarketplaceja/thread/ccc0be72-9eb9-4853-9aeb-e4bbdaf3aa87 wp________________________________________________________________marketplace________________________________________________window phone w-8ben
0,wp7updat battery saver
1,allow developer implement interface(s user control submit instead fill tile datum structure
0,tile truly live open live wp7 new application
0,completely secure runtime analyze class il submit
0,x static numericconstant way access code page constant xaml page exist wpf
1,approach provide elegant way access constant code xaml page silverlight immediate need windows phone 7
0,"instance public partial class app application public const int imageheight= 173 ... app.xaml.cs access constant imageheight xaml page image height=""{x static app imageheight ... neater way coding compare alternative approach"
1,incorporate future release
0,ie
0,app hub
0,
0,lot program provide navigation gps map
0,allow user store favorite
0,integrate save poi program
0,ie9mobile :(
0,like nokia ad graphic
0,bit dull nearly tile colour
0,maybe theme pick colour standard set distribute tile colour
0,think grid view app list ease access app.app icon arrange photo album description
0,guess fitt 4 app icon ib row
0,download supposedly free app ipad limit functionality fill ad require purchase upgrade license
0,objection pay app developer awesome job offence fact developer mislead customer promise free mention ad limited functionality etc run
1,appreciate fact marketplace developer api 's allow demo mode sincerely hope underhanded practice mention slip future
0,appreciate fact marketplace developer api 's allow demo mode sincerely hope
0,currently miss toast notification way check ..
1,add search button inside sms conversation find specific thing
0,current search office work title onenote doc content .. useful
0,allow app quick view calendar twitter sensitive view quickly login
0,app developer allow functionality
0,specific app idea work
0,feel free contact directly regard
0,push notification î apple ios apphub http://msdn.microsoft.com/en-us/library/ff941099(v=vs.92).aspx
0,batterysaver control bury fairly deep settings menu
1,want able turn app
0,find want batterysaver time phone barely day plug
0,certification requirement microsoft impossible test physical windows phone device
0,requirement involve phone text message zune hub music impossible test emulator
0,try develop custom playlist application apparent impossible integrate backgroudaudioplayer xna.medialibrary
0,mean application wish use capability backgroundagent restrict use local audio file deploy teh application audio streaming source
0,way access phone 's medialibray song bap play file teh background
0,highly restrictive use mediaplayer foreground application
0,course predetermined songcollection songcollection limitedplaylist new medialibrary song stop ability create custom playlist
0,number way ms address limitation 1
0,way pass entire songcollection object mediaplayer play method provide stop mediaplayer entire playlist continue play despite foreground application run
0,long user explicitally accept use teh app background issue
0,user understand additional strain potentially battery life accept agree okay
0,suggestion smart way achieve end current functionallity pointless
0,1 2.wifi__î___________________________î__wifi 3.__ç________î
0,condensed_______________________________________________________________ä_______________________________________pivot__________________________________________________________________________________________________________________________________(segoe)_________x height
0,way access barcode scan
0,search button right user scan bar code output search tap icon decode barcode choice application use information
0,application receive decode information information barcode type etc ...
0,way invoke scanner application web search
0,user open application click button visual search open user scan barcode click thumbnail result redirect application information code
0,good idea
0,thank great phone
0,:-) hello thank site
0,application receive decode information information barcode
0,significal improve advanced user experience
0,http://yves.vg/testcases/ie_mobi/keyup_event.html
0,currently possible
0,redirect user web site open youtube app play video
0,video user press twice app
0,annoying
0,problem http://stackoverflow.com/questions/4170587/how-to-launch-a-youtube-url-on-windows-phone-7 http://stackoverflow.com/questions/4272293/youtube-on-windows-phone-with-mediaelement
0,happen type play game slight touch search button context
0,unable set set contact test incredibly frustrating especially test set cover scenario photo example
0,unable scroll online video forth
0,instal certificate sbs exchange server
0,certificate wrong
0,current release possibility delete certificate instal phone
0,think certificate manager resolve problem
0,gel impact case difficult start stop video recording
0,time time university like submit application case fully grow product tech demo prototype
0,category publish app category user react unintelligibly bad review expect fully grow product
1,need day custommer care support balance buy net etc
0,code answer 2 minute option reply choise
0,:(
0,possible accept tcp connection ie build internal web server tcp socket server
0,android :( ....
0,right app title dozen character clip place phone ui marketplace app list instal app list inside pinned tile
0,stress lot u type stpid keabord dissapear time
1,u guy need fix buy nokia 3110 way good sht
1,display html user interact i.e.
0,click hyperlink mailto link dial phone number
0,rss hub sync new live service like google reader outlook ie sync favorit bookmark ie mobile desktop new live service
0,developer portal developer
0,point try fancy
0,try encourage friend try application
0,fine sdk practically application
0,easy
0,issue try marketplace
0,process particularly age 18 dreamspark account particularly mess website app hub account absolutely awful
0,alienate developer stuff honest unacceptable
1,charge 99 service like
0,ç
0,protecteddata triple des product id windows7 microsoft smartdevice connectivity productid pc protecteddata protecteddata os id
0,lan_____________________________________________________________________________________________________________wifi____________________________________________________________________push
0,contact information
1,instead new todo list app let extend native
0,1500 2__________________________________________6000 xbox360___windowsphone http://forums.create.msdn.com/forums/p/47156/282405.aspx 4 1 2 xblig
0,1 register javascript witch start page 2 api add button script near address bar 3 api add menu item menu example plugin file plugin title forward button plugin</title description forward button plugin</description button icon base64_encoded_icon</icon script
0,"cdata history.forward /script /button menuitem menuitem title=""forward position=""0 script"
0,"cdata history.forward /script /menuitem /menuitems event event name=""onload script"
0,"cdata document.write(""plugin load /script /event /event /plugin"
1,addition user able scree shot multitask area use finger gesture drag app towarda screen screen capture icon appear outer edge icon fill green onve edge completly green photograph noise occur allow sudden screen flare tell user screen shot save save image folder mutitask area app open
0,windows phone__________________________________________________________________________________________________________window phone live id
0,
0,wp7
0,skydrive________________________lice sdk api)_______________________________________æ ______o oauth live sdk developer preview skydrive_________________________________live api______________________________________________æ ________________________________________________sdk os_________________________æ _______________________________________________________________________________________________________æ _______________________________________________________________________________æ 
0,implement wifi course zune wireless sync bluetooth
0,os api
0,quandp fai il copia di una frase di solito quando si blocca si perde la memorizzazione invece la proposta sarebbe di farlo memorizzare anche se il telefono viene bloccato
0,"waste hour code textblock style=""phonetextlargestyle text=""{binding emulator end unhandled error cryptic message"
0,native app permit open file .rar .zip format
0,magic wand remember login tired retyp emailaddress password login
0,30_______________________________________æ  æ  10
0,like functinality splashscreenimage.jpg file limited try
1,minimum need 2 image auto select base phone 's current theme
0,sort annoying press attach time send different pic
1,checkbox maybe
0,font weight button work
0,think marketplace voice navigation map possibility search close restaurant etc
0,""") zune pass"
0,probably ...
0,beginning wp7 user register new live account set location access marketplace example
0,moment migrate limited number country
0,help
1,app need way work
0,today app ar silo
0,similar win8 's charm
0,public contact calendar
0,need high performance page transition effects support
1,alternative write access calendar hard security reason let open appointment directly calendar app
0,possible calendar viewer behave real calendar alternative
1,"especially delete appointment ""- chooser user need confirm deletion"
0,currently create update shelltile use shelltiledata shelltiledata exist shelltile
1,release shelltile tiledata function build
1,addition exist profiler tool network activity profiler analyse network activity happen potentially help troubleshoot case whet network activite bottleneck app responsiveness
0,identify network transfer
0,vorrei collegarmi ad internet da pc con il mio window phone
0,tango nice app handy allway run background separate contact list application exact duplicate contact list people hub
0,impractical
0,
1,qrcode support chinese
0,want download dll webservice load assembly stream
0,gbk
0,able movie share rest world youtube need ability generate mpeg4/wmv stream file utilize hardware codec filesink
0,way change enhance audio video capture mic camera encode save file
0,think people credit card pay game
1,create free good game fun
1,sdk run osx actually able create app wp7 :)
0,browse market place day discover new app want buy later time want time download app
1,nice nice button add favorite
0,redisplay app special section market
0,mobile application write java
1,nice wp7 support
1,cool know app qas open use voice command app voice capability know start listen right away
0,point open app voice pick phone operate app
1,possibility use category outlook wp7 contact email calendar
0,use category filter example professional contact professional rendez vous ...
0,ie9 search provider moment popular search engine like google miss
0,kakaotalk downloadable software app mobile device allow user send receive message include photo video contact information basis group free
0,use app need enter phone number registration logging
1,allow level access low level api
0,current mode focus marketplace app
0,development mode access grant api focus business app
0,bug multicast .beginjoingroup
0,tombston method onactivat load thread block
0,solution method override onnavigated method
1,plz fix
1,good upgrage software zune timefull useless delta upgrade ota
0,photo reserve use camare
0,checkbox select multiple contact send message add group
0,peak hour mail sync sync way better iphone current wp75
0,itin ein w-7 ss-4 instruction ng ms web ein itin ein itin itin itin
1,smart dial finally apply phone app
0,frustrating people click search find contact dial
0,easy lot contact manage thousand contact life easy
1,implement
0,like http://livetiles.co.uk/beta/default.html ms http://www.windowsphone.com/marketplace
0,disclaimer link site
0,zune ç î
0,forward existing message miss lot
1,helpfull abbility copy text message
0,share message
0,shoudn't tough implement beneficial user
0,thx
0,upload mp4 video record filelink class phone album video work ..
0,able group friend directly start conference manualy contact use new group feature mango
0,hardware accellerat mp4 encoder library able develop professional video conf broadcaster streamer video editing app ipad2 ...
0,î
1,allow user send video audio picture mms pic support
0,acess xbox live companion rent movie interact friend etc ....
0,uf know send mass sm mms message recipient 1 fall contact 's conversation separate recipient
0,wanna fall contact conversation
0,2 reply reply recipient
0,good
0,know people know
0,want reply want
0,problem apply send mass message
0,ui manage manifest file change similar project property change
0,hey microsoft talk resco spb sbsh good company great app windows mobile
0,know
0,ninjamp platform windows phone
0,event argument addresschoosertask return contact address string
0,need specific address fairly tricky parsing
1,nice fine access specifically postcode
0,enter address detail contact address detail split different field expect able access individually result addresschoosertask
0,----- chevronwp7______6______coming soon
0,need hardcore app
0,mobile device management solution ... disable manage app function device like plattform market
0,example search star wars imdb app suggest
0,click imdb open
0,search star wars imdb
1,imdb open star wars page directly bing 's search result
0,currently serialization deserialization cookiecontainer work
0,documentation use cookiecontainer need save httponly cookie
0,save cookiecontainer possible
0,server send httponly cookie create system net cookiecontainer request hold cookie able access cookie store container
0,microphone sample frequency fix
0,microphone samplerate property return fix value
0,example htc mozart microphone sample frequency fix 16000 hz
0,useful intersting application
1,like els idea allow 1 3 vote vote vote count 1:1 vote basis
0,cost 3 vote 3 els idea
1,let open phone application user callhistory++
1,let open history page usefull smart dial app
1,app button directly history user history direct api history security reason
0,smart dialer alternative build phone app app quick button goto regular phone app user want
0,windows phone(the phone zune sort feature date
0,user low quality network background file transfer possible
1,file transfer pause come
0,voice memo save phone like buddy hear
0,send clip
0,themes nokia android blackberry wp7 themes personalizable like symbian software perfect
0,webbrowser control perform poorly scroll html content inside 3rd party app page open inside browser work fine
1,improve performance wp release
0,exposed selectbox control far appear use microsoft 's app like setting
0,available developer
1,useful audio application turn speaker headset connect
0,especially fm radio audio jack connect application
0,security user reduce app store credential online service e.g.
0,facebook party service
1,suggest common credential store account user need prompt application access token username password
1,way test application real device register app hub private person develop application long time pay 99 year test application mobile
1,way register pay publishment pay
0,xmpp support window phone 7.0 dose support socket
0,try integrate wcf respond
0,apphub___________________________dreamspark 3 3 10
1,developer need way share datum application
0,1.- check applicationid instal purchase 2.- share file application sharedstoragefile instead isolatedstoragefile
1,3.- share variable application desharrapamientos instead isolatedstoragesetting
0,4.- check pin activetiles modify check applicationid primary secondary tile pin
1,provide automaticaly calendar e mail view multi task screnn
0,apphub nel 3.6 adult related contents xap
1,allow chat thread google talk similar facebook chat implement thread
0,place educational video kid
0,abc sing
0,science kid
0,"menu icon variety menu entry add icon read text understand intent system menu(pin start screen),applicationbar"
0,lot sm good friend want delete old message delete single message entire conversation
1,need alternative way delete piece conversation fast way select message want delete
0,black background e mail view
1,allow black background white text read e mail conversation
0,use menu sms calender view
0,nice dark environment dark theme choose
1,improve feedback forum work right
0,vote item vote item til submit feedback
0,guy
0,china___we control flow money
0,possibility watch video .srt directly wp7
0,bet wp7 grow 2012 u need good job tv advertising start tv advert let new wp7 ad sure heck
0,friend know develop wp7 current stuff embarras
0,brandon bloke
0,webbrowser
0,possibility writter viewer .rar file native support file
0,ability simple application phone publish marketplace appreciate
0,touchdevelop good start
1,allow read datum excel
0,word files user create uploaded device use code
1,need ability developer add relevant tag app description need ability search app tag tag verify app submission ensure relevant know feed marketplace swamp total rubbish nice app interested instead thousand app interest
0,tombston fas paradigms non trivial new wp7 developer error prone developer understand completely
0,ms blog entry http://blogs.msdn.com/b/ptorr/archive/2011/03/21/i-was-joking-about-the-penny-but-how-about-some-tombstoning-sample-code.aspx http://blogs.msdn.com/b/ptorr/archive/2010/12/11/how-to-correctly-handle-application-deactivation-and-reactivation.aspx msdn documentation help explain write application work case tombston
0,fas reduce change application tombstoning need handle
1,helpful developer sample new project template variable create instantiate good app experience user
0,lot number log time filter great.a incoming outgoing miss filter need
0,filter listbox important
0,impossible select value list contain lot item
0,picture____________________________2 1_______________________________æ 
0,option hard soft reset
1,remove useless app app use fake icon e.g.
0,app edutainment 4u)those rubbish
0,
1,allow history user group
0,option delete conversation
0,timer
1,add ie like control support function like url current page support open new tab
0,control allow easy browser development load page like current
0,share app like marketplache menu
0,metro ui quickly find app lot app shortcut
0,notice program use hardware device comfort user reset
0,privacy fault delete internet store datum connect
0,sell phone
1,like user anonymous datum phone delete phone log live account
1,random instead reset
1,regionally recognize believe windows phone devices language regionally support
0,ios ç
0,windows___________________________________________________________________________________________________app hub__________________________________________________________________________________________________________________________________________________________________________________________________________________î æ
0,o.o
0,time microphone record htc hd7 windows phone device start slight sound bump add recording stream
0,hard hear sound low raw pcm stream enhance wav header sound windows playable bump turn noticeable
0,code run emulator result bump
0,problem appear xna audiosink recording approach
0,order reproduce try record audio wp device emulator 's code add wav header audio stream save isolated storage
0,copy windows environment play medium player
0,beggining audio bump hear
0,problem relevant htc hd7 device test
0,order reproduce try record audio
0,mediaplayer contain copyright medium phone record video possible capture content
0,buy game reason want change hd 7 lumia e.g.
0,lost game happy download virtual saving platform new device technical problem reboot phone like game download
1,bing music search add ability learn artist song lyric song hear
1,recognition accurate easy add button
1,marketplace app need predictive typing app matching type
0,speed search
0,æ 
0,microphone isheadset property return true headset connect
0,like good behaviour
1,property return correct information connected headset
0,enable disable button wake text message
0,creation hub program list program reduce display number
0,currently choice hear voice notification headset ring+vibrate select ring phone
1,nice notification headset vibrate mode
1,air france test company picture send sms compatible wp7 ... great able open
1,bad supply google app need exist phone add need
0,like dashboard update twist control xbox360
0,look smoedjn.deviantart.com/art/lumia-800-xb-slide-272670125
1,add wishlist section marketplace user track app like buy maybe afford right space moment etc
0,addition try buy install button app 's marketplace list add pin wishlist option
